RxnIndex,RxnID
Rxn2480,HCYStm
Rxn2483,HDCAts
Rxn2497,HGENTISth
Rxn2505,HISt
Rxn2507,HISth
Rxn2510,HMGCOAtm
Rxn2526,HOXPRm
Rxn2529,HPCOR
Rxn2553,HXANt
Rxn2592,Htg
Rxn2594,Hts
Rxn2600,ICDHhr
Rxn2624,ILEth
Rxn2626,ILEtm
Rxn2635,IMPth
Rxn2638,IPDPth
Rxn2666,LALDD2
Rxn2668,LCYA
Rxn2670,LCYB
Rxn2676,LCYG
Rxn2678,LDHm
Rxn2684,LEUt
Rxn2686,LEUth
Rxn2688,LEUtm
Rxn2692,LIDOt
Rxn2696,LLDHh
Rxn2698,LLDHm
Rxn2701,LNLCth
Rxn2719,LS
Rxn2721,LUTH
Rxn2728,M5TRPH
Rxn2737,MAKI
Rxn2739,MALAKGtm
Rxn2741,MALCITtm
Rxn2745,MALICITtm
Rxn2748,MALOAAtm
Rxn2752,MAL_na_th
Rxn2754,MAL_na_tm
Rxn2756,MANth
Rxn2778,MDHASCBL
Rxn2791,MDUMT
Rxn2793,MEGLYXYLt
Rxn2795,MEOHt
Rxn2797,MEOHtm
Rxn2799,MERCPPYRST
Rxn2801,MERGTROLR
Rxn2803,METHFth
Rxn2805,METHFtm
Rxn2807,METHFtx
Rxn2815,METth
Rxn2817,METtm
Rxn2823,MG2t
Rxn2825,MG2th
Rxn2827,MG2tu
Rxn2831,MGC
Rxn2940,MLTHFtm
Rxn2988,NA1Hth
Rxn2990,NA1Htm
Rxn2992,NA1th
Rxn2994,NA1tm
Rxn2999,NADH_h_tx
Rxn3001,NADHth
Rxn3004,NADHts
Rxn3006,NADPHtf
Rxn3009,NADPHts
Rxn3011,NADPHtu
Rxn3013,NADPHtx
Rxn3015,NADPtf
Rxn3017,NADPth
Rxn3019,NADPts
Rxn3021,NADPtu
Rxn3023,NADPtx
Rxn3027,NADtm
Rxn3029,NADts
Rxn3031,NADtx
Rxn3035,NCAMt
Rxn3037,NCAMtm
Rxn3044,NEOXANS
Rxn3046,NH4t
Rxn3048,NH4th
Rxn3050,NH4tm
Rxn3052,NH4tn
Rxn3054,NH4tx
Rxn3056,NICRNTtm
Rxn3061,NMNt
Rxn3070,NO2t
Rxn3072,NO2th
Rxn3074,NO3t
Rxn3084,NRPH
Rxn3089,O2t
Rxn3091,O2thr
Rxn3093,O2tmr
Rxn3095,O2tnr
Rxn3097,O2trhu
Rxn3099,O2tx
Rxn3101,OAAAKGtm
Rxn3103,OAACITtm
Rxn3105,OAAICITtm
Rxn3107,OAAtf
Rxn3109,OCDOR
Rxn3141,ORNt
Rxn3143,ORNtm
Rxn3181,PAPSPAPthr
Rxn3183,PAPSPAPtm
Rxn3188,PC2D
Rxn3191,PCBth
Rxn3195,PCNO
Rxn3197,PCNOn
Rxn3225,PDHe3hr
Rxn3229,PDPtu
Rxn3292,PGKf
Rxn3296,PGKm
Rxn3358,PHEMEth
Rxn3360,PHEMEtm
Rxn3366,PHEth
Rxn3368,PHPHBDDMC
Rxn3371,PINA1tm
Rxn3373,PIcm
Rxn3375,PIt
Rxn3377,PItf
Rxn3379,PItm
Rxn3381,PItn
Rxn3383,PItx
Rxn3465,PMTCOAth
Rxn3467,PMTCOAtm
Rxn3469,PMTCOAts
Rxn3471,PNORm
Rxn3473,PNORn
Rxn3475,PNTORtm
Rxn3506,PPAth
Rxn3508,PPAtm
Rxn3522,PPCOAOm
Rxn3524,PPCOAth
Rxn3526,PPCOAtm
Rxn3529,PPHNth
Rxn3532,PPItu
Rxn3544,PQQm
Rxn3560,PRONA1tm
Rxn3570,PROtm
Rxn3572,PRPPtm
Rxn3597,PTRCthr
Rxn3611,PYDXOR
Rxn3635,PYRtf
Rxn3637,PYRth
Rxn3639,PYRtm
Rxn3645,R5Pth
Rxn3648,RETINALts
Rxn3650,RIBFLVth
Rxn3653,RIBt
Rxn3655,RPDPK
Rxn3669,SBTRh
Rxn3675,SELTt
Rxn3677,SELTtm
Rxn3681,SERNA1th
Rxn3683,SERNA1tm
Rxn3692,SERth
Rxn3694,SERtm
Rxn3708,SO3t
Rxn3710,SO3tm
Rxn3712,SO4NA1t
Rxn3714,SO4NA1tm
Rxn3716,SO4t
Rxn3718,SO4th
Rxn3720,SO4tn
Rxn3725,SPMDtmr
Rxn3732,SQDG18111Z160th
Rxn3734,SQDG1819Z160th
Rxn3754,SUCCt
Rxn3760,SUCFUMthr
Rxn3762,SUCFUMtmr
Rxn3776,Stm
Rxn4427,TCZCARI
Rxn4451,TEGAt
Rxn4453,TFENFEOR
Rxn4455,TGUAt
Rxn4459,THFtm
Rxn4461,THMPPth
Rxn4463,THMPPtm
Rxn4465,THMt
Rxn4476,THRNA1th
Rxn4478,THRNA1tm
Rxn4485,THRth
Rxn4487,THRtm
Rxn4503,TRETINOLOR1
Rxn4505,TRETINOLOR2
Rxn4512,TRPth
Rxn4514,TSULc
Rxn4516,TSULe
Rxn4518,TSULt
Rxn4522,TSULtm2
Rxn4549,TYRth
Rxn4551,TYRtm
Rxn4556,UDPACGLP
Rxn4558,UDPARAtg
Rxn4562,UDPGALtg
Rxn4564,UDPGALth
Rxn4568,UDPGth
Rxn4571,UDPtg
Rxn4573,UDPth
Rxn4575,UDPtm
Rxn4577,UDPtn
Rxn4588,UGAH
Rxn4600,UMPth
Rxn4603,UPP1R
Rxn4605,UPP3O
Rxn4611,UPRT
Rxn4613,URANA1t
Rxn4615,URATEt
Rxn4617,URATEtm
Rxn4622,URDGLYCAH
Rxn4624,URDGLYCAtm
Rxn4626,UREAt
Rxn4628,UREAtm
Rxn4641,UTPtm
Rxn4651,VALth
Rxn4653,VALtm
Rxn4655,VIOXANOR
Rxn4659,XANNA1t
Rxn4671,arm_2HGOR
Rxn4673,arm_3HAD100
Rxn4675,arm_3HAD120
Rxn4677,arm_3HAD80
Rxn4681,arm_3OAR100
Rxn4683,arm_3OAR120
Rxn4685,arm_3OAR140
Rxn4687,arm_3OAR160
Rxn4691,arm_3OAR40
Rxn4693,arm_3OAR60
Rxn4695,arm_3OAR80
Rxn4706,arm_AATC
Rxn4707,arm_AATCm
Rxn4709,arm_AAT
Rxn4715,arm_ACACT2
Rxn4717,arm_ACCOAC
Rxn4719,arm_ACCOACm
Rxn4722,arm_ACKrh
Rxn4724,arm_ACKrm
Rxn4771,arm_ACSERL
Rxn4773,arm_ACSERLh
Rxn4775,arm_ACSERLm
Rxn4784,arm_AIAL
Rxn4786,arm_AKGDHe2r
Rxn4788,arm_ALAAT
Rxn4794,arm_APPRT
Rxn4796,arm_APPTh
Rxn4798,arm_APPTm
Rxn4805,arm_ASPAT
Rxn4807,arm_ASPATh
Rxn4809,arm_ASPATm
Rxn4837,arm_BCAROH
Rxn4839,arm_BCRPTXANH
Rxn4841,arm_BCTA_val_m
Rxn4848,arm_CAS
Rxn4863,arm_CYSTAm
Rxn4940,arm_DHROm
Rxn4974,arm_FBAf
Rxn4976,arm_FBAm
Rxn4980,arm_FPGFTh
Rxn4982,arm_FPGFTm
Rxn4984,arm_FPGPL
Rxn4986,arm_FUMm
Rxn4988,arm_G3PD1
Rxn4990,arm_G3PD2
Rxn4992,arm_G6PI
Rxn4994,arm_G6PIh
Rxn4998,arm_GAPDHh
Rxn5000,arm_GBDP
Rxn5003,arm_GHMT
Rxn5016,arm_GPAR
Rxn5028,arm_HACD1
Rxn5030,arm_HACD2
Rxn5032,arm_HACD2m
Rxn5034,arm_HACD3
Rxn5036,arm_HACD3m
Rxn5038,arm_HACD4
Rxn5040,arm_HACD4m
Rxn5042,arm_HACD5
Rxn5044,arm_HACD5m
Rxn5046,arm_HACD6
Rxn5048,arm_HACD6m
Rxn5050,arm_HACD7
Rxn5052,arm_HACD7m
Rxn5055,arm_HBCHL
Rxn5057,arm_HBCHLm
Rxn5060,arm_HCO3E
Rxn5063,arm_HCO3Em
Rxn5065,arm_HEMELh
Rxn5067,arm_HEMELm
Rxn5070,arm_HMNOS
Rxn5071,arm_HMNO
Rxn5074,arm_HPHL
Rxn5076,arm_HPHLm
Rxn5079,arm_HPRT
Rxn5082,arm_HYDA
Rxn5084,arm_HYDAh
Rxn5086,arm_HYDAm
Rxn5106,arm_MCOATA
Rxn5108,arm_MCOATAm
Rxn5110,arm_MDHh
Rxn5137,arm_MMAOR
Rxn5139,arm_MPPM
Rxn5141,arm_MTAM_nh4
Rxn5162,arm_PDHe2r
Rxn5176,arm_PGCM
Rxn5178,arm_PGIA
Rxn5180,arm_PGIAh
Rxn5182,arm_PGIB
Rxn5184,arm_PGIBh
Rxn5187,arm_PGM
Rxn5189,arm_PGMf
Rxn5191,arm_PGMm
Rxn5197,arm_POAT
Rxn5199,arm_POATh
Rxn5201,arm_POATm
Rxn5203,arm_PPBNGD
Rxn5206,arm_PPM
Rxn5210,arm_PROOR
Rxn5214,arm_PTArh
Rxn5216,arm_PTArm
Rxn5218,arm_PTOR
Rxn5233,arm_SGOR
Rxn5282,arm_TAT
Rxn5284,arm_TAh
Rxn5286,arm_TCLYCI
Rxn5295,arm_TYRTA
Rxn5298,arm_TYRTAh
Rxn5300,arm_TYRTAm
Rxn5303,arm_UG4E
Rxn5313,arm_XPPRT
Rxn2,10FTHFtx_REV
Rxn4,1ACPCth_REV
Rxn6,1ACPCtm_REV
Rxn21,23DHMBth_REV
Rxn23,23DHMBtm_REV
Rxn25,23DHMPth_REV
Rxn29,2DHPtm_REV
Rxn31,2DHPtn_REV
Rxn39,2PGLYCth_REV
Rxn41,2PGLYCtx_REV
Rxn43,2PGth_REV
Rxn45,2PGtm_REV
Rxn49,34HPPt2m_REV
Rxn51,3C3HMPth_REV
Rxn75,3MOBth_REV
Rxn77,3MOPtm_REV
Rxn191,3PG_pi_thr_REV
Rxn193,3PGtx_REV
Rxn198,44MZYMOR_REV
Rxn200,4ABUTth_REV
Rxn203,4ABUTtm_REV
Rxn206,4HPROtg_REV
Rxn208,4MOPtm_REV
Rxn212,4MZYMR_REV
Rxn214,5FLURAt_REV
Rxn216,5FTHFt_REV
Rxn218,5FTHFtm_REV
Rxn220,5MTAth_REV
Rxn222,5MTAtm_REV
Rxn224,6MPURt_REV
Rxn226,6PGLthr_REV
Rxn266,ABAT_REV
Rxn276,ACACT1_REV
Rxn298,ACACtm_REV
Rxn300,ACACtx_REV
Rxn304,ACALDtx_REV
Rxn306,ACAROtu_REV
Rxn309,ACCAHh_REV
Rxn311,ACCAHm_REV
Rxn335,ACCOAth_REV
Rxn337,ACCOAtm_REV
Rxn339,ACCOAts_REV
Rxn341,ACCOAtx_REV
Rxn624,ACONT_REV
Rxn628,ACONTx_REV
Rxn648,ACPS1_REV
Rxn650,ACPS1h_REV
Rxn652,ACPS1m_REV
Rxn684,ACt_REV
Rxn686,ACth_REV
Rxn688,ACtm_REV
Rxn690,ACts_REV
Rxn702,ADEt_REV
Rxn707,ADNtm_REV
Rxn720,ADtr_REV
Rxn766,AHCYStg_REV
Rxn768,AHCYStn_REV
Rxn774,AIRth_REV
Rxn776,AKGCITtm_REV
Rxn783,AKGICITtm_REV
Rxn785,AKGMALth_REV
Rxn787,AKG_na_th_REV
Rxn789,AKG_na_tm_REV
Rxn795,ALABth_REV
Rxn797,ALABtm_REV
Rxn799,ALANA1tm_REV
Rxn801,ALANA1tx_REV
Rxn806,ALAtm_REV
Rxn808,ALAtx_REV
Rxn810,ALCD19_REV
Rxn812,ALCD19y_REV
Rxn821,ALLTNt_REV
Rxn823,ALLTNtm_REV
Rxn825,ALLTTt_REV
Rxn827,ALLTTtm_REV
Rxn833,AMAOTr_REV
Rxn835,AMETAMth_REV
Rxn837,AMETAMtm_REV
Rxn839,AMETt2h_REV
Rxn841,AMETt2m_REV
Rxn843,AMETtg_REV
Rxn845,AMETth_REV
Rxn847,AMETtn_REV
Rxn854,AMPth_REV
Rxn856,AMPtn_REV
Rxn862,ANNAT_REV
Rxn864,ANNATn_REV
Rxn865,ANNA_REV
Rxn867,ANNAn_REV
Rxn870,ANXANASCOR_REV
Rxn896,APPAT_REV
Rxn915,APStn_REV
Rxn922,ARGSL_REV
Rxn928,ARG_Lt_REV
Rxn930,ARG_Ltm_REV
Rxn962,ASAPT_REV
Rxn964,ASCBNA1t_REV
Rxn970,ASCBOR4_REV
Rxn972,ASCBth_REV
Rxn974,ASCBtm_REV
Rxn976,ASCBtu_REV
Rxn978,ASNNA1tm_REV
Rxn983,ASNtm_REV
Rxn985,ASNtx_REV
Rxn1010,ASPNA1th_REV
Rxn1012,ASPNA1tm_REV
Rxn1017,ASPSAth_REV
Rxn1027,ASPth_REV
Rxn1029,ASPtm_REV
Rxn1031,ASPtx_REV
Rxn1041,ATAH_REV
Rxn1129,BAOAT_REV
Rxn1131,BCACT_REV
Rxn1139,BCAROKT_REV
Rxn1149,BCTA_REV
Rxn1151,BCTA_glu_REV
Rxn1153,BCTA_glu_h_REV
Rxn1161,BCTAh_REV
Rxn1173,BTNth_REV
Rxn1175,BTNtm_REV
Rxn1180,CADMO_REV
Rxn1182,CADS_REV
Rxn1191,CAROtu_REV
Rxn1215,CHLADMT_REV
Rxn1217,CHLAE_REV
Rxn1219,CHLAtu_REV
Rxn1223,CHLDADMT_REV
Rxn1225,CHLDAO_REV
Rxn1227,CHLDBtu_REV
Rxn1232,CITALt_REV
Rxn1234,CITICITtm_REV
Rxn1236,CITRLtm_REV
Rxn1238,CITx_REV
Rxn1243,CMPth_REV
Rxn1247,CMTEPtm_REV
Rxn1249,CO2t_REV
Rxn1252,CO2tm_REV
Rxn1254,CO2tx_REV
Rxn1257,COA_h_tx_REV
Rxn1259,COAth_REV
Rxn1261,COAtm_REV
Rxn1263,COAts_REV
Rxn1265,COORr_REV
Rxn1267,COt_REV
Rxn1269,COth_REV
Rxn1271,CPP1O_REV
Rxn1273,CPP3O_REV
Rxn1278,CRETINOLOR1_REV
Rxn1280,CRETINOLOR2_REV
Rxn1287,CTPth_REV
Rxn1289,CYARTMT_REV
Rxn1293,CYEUOLS_REV
Rxn1335,CYSth_REV
Rxn1337,CYStm_REV
Rxn1343,CY_focytb5_c_REV
Rxn1345,CY_focytc_h_REV
Rxn1348,DAD5th_REV
Rxn1350,DAD5tm_REV
Rxn1489,DAMPH_REV
Rxn1513,DATPtm_REV
Rxn1519,DBRC_REV
Rxn1531,DCTPtm_REV
Rxn1538,DDSMSTOLD_REV
Rxn1674,DGTPtm_REV
Rxn1728,DHAP_pi_thr_REV
Rxn1730,DHAPtm_REV
Rxn1741,DHORStm_REV
Rxn1744,DHPD_REV
Rxn1750,DHRO_REV
Rxn1760,DICtm_REV
Rxn1766,DMPH_REV
Rxn1768,DMPPth_REV
Rxn1814,DSMSTOLD_REV
Rxn1824,DTTPtm_REV
Rxn1857,D_LACtm_REV
Rxn1893,ECH_3hivcoa_REV
Rxn1896,ECOAH1_REV
Rxn1898,ECOAH2_REV
Rxn1900,ECOAH2m_REV
Rxn1902,ECOAH3_REV
Rxn1904,ECOAH3m_REV
Rxn1906,ECOAH4_REV
Rxn1908,ECOAH4m_REV
Rxn1910,ECOAH5_REV
Rxn1912,ECOAH5m_REV
Rxn1914,ECOAH6_REV
Rxn1916,ECOAH6m_REV
Rxn1918,ECOAH7_REV
Rxn1920,ECOAH7m_REV
Rxn1938,ETOHth_REV
Rxn1941,ETOHtm_REV
Rxn1943,ETOHtx_REV
Rxn1953,FA160h_REV
Rxn1955,FA1619Zh_REV
Rxn1962,FA180h_REV
Rxn1964,FA18111Zh_REV
Rxn1968,FA1819Zh_REV
Rxn1973,FA40COAtm_REV
Rxn1986,FADH2th_REV
Rxn1988,FADH2tm_REV
Rxn1990,FADH2tx_REV
Rxn1992,FADth_REV
Rxn1994,FADtm_REV
Rxn1996,FADtx_REV
Rxn2009,FDPtf_REV
Rxn2018,FPGFT_REV
Rxn2034,FRDPth_REV
Rxn2036,FRDPtm_REV
Rxn2051,G1P_pi_th_REV
Rxn2078,G3P_pi_thr_REV
Rxn2082,G6PA_pi_th_REV
Rxn2085,G6PB_pi_th_REV
Rxn2087,G6PDA_REV
Rxn2118,GALth_REV
Rxn2136,GCAROtu_REV
Rxn2159,GGDPtu_REV
Rxn2180,GLNt_REV
Rxn2182,GLNth_REV
Rxn2195,GLUNA1tm_REV
Rxn2207,GLUtm_REV
Rxn2209,GLXtx_REV
Rxn2211,GLYALDOR_REV
Rxn2213,GLYATx_REV
Rxn2218,GLYCLTt_REV
Rxn2220,GLYCLTth_REV
Rxn2222,GLYCLTtm_REV
Rxn2224,GLYCLTtx_REV
Rxn2226,GLYCOR_nadp_REV
Rxn2228,GLYCth_REV
Rxn2233,GLYNA1th_REV
Rxn2235,GLYNA1tm_REV
Rxn2246,GLYth_REV
Rxn2248,GLYtm_REV
Rxn2250,GLYtx_REV
Rxn2255,GMPtm_REV
Rxn2257,GMPtn_REV
Rxn2275,GRDPth_REV
Rxn2277,GSC_REV
Rxn2290,GTHOXtu_REV
Rxn2292,GTHPDSOR_REV
Rxn2296,GTHRDth_REV
Rxn2298,GTHRDtm_REV
Rxn2300,GTHRDtu_REV
Rxn2324,GTPth_REV
Rxn2348,GUAt_REV
Rxn2350,H2O2th_REV
Rxn2352,H2O2tm_REV
Rxn2354,H2O2tn_REV
Rxn2356,H2O2tx_REV
Rxn2358,H2Ot_REV
Rxn2360,H2Otf_REV
Rxn2363,H2Othu_REV
Rxn2365,H2Otm_REV
Rxn2367,H2Otn_REV
Rxn2369,H2Ots_REV
Rxn2371,H2Otx_REV
Rxn2373,H2th_REV
Rxn2376,H2tm_REV
Rxn2436,HBCHLR_REV
Rxn2447,HBCO_nadp_REV
Rxn2449,HBCO_nadp_m_REV
Rxn2453,HBNOm_REV
Rxn2455,HBNOx_REV
Rxn2479,HCYSth_REV
Rxn2481,HCYStm_REV
Rxn2484,HDCAts_REV
Rxn2498,HGENTISth_REV
Rxn2506,HISt_REV
Rxn2508,HISth_REV
Rxn2511,HMGCOAtm_REV
Rxn2527,HOXPRm_REV
Rxn2530,HPCOR_REV
Rxn2554,HXANt_REV
Rxn2593,Htg_REV
Rxn2595,Hts_REV
Rxn2601,ICDHhr_REV
Rxn2625,ILEth_REV
Rxn2627,ILEtm_REV
Rxn2636,IMPth_REV
Rxn2639,IPDPth_REV
Rxn2667,LALDD2_REV
Rxn2669,LCYA_REV
Rxn2671,LCYB_REV
Rxn2677,LCYG_REV
Rxn2679,LDHm_REV
Rxn2685,LEUt_REV
Rxn2687,LEUth_REV
Rxn2689,LEUtm_REV
Rxn2693,LIDOt_REV
Rxn2697,LLDHh_REV
Rxn2699,LLDHm_REV
Rxn2702,LNLCth_REV
Rxn2720,LS_REV
Rxn2722,LUTH_REV
Rxn2729,M5TRPH_REV
Rxn2738,MAKI_REV
Rxn2740,MALAKGtm_REV
Rxn2742,MALCITtm_REV
Rxn2746,MALICITtm_REV
Rxn2749,MALOAAtm_REV
Rxn2753,MAL_na_th_REV
Rxn2755,MAL_na_tm_REV
Rxn2757,MANth_REV
Rxn2779,MDHASCBL_REV
Rxn2792,MDUMT_REV
Rxn2794,MEGLYXYLt_REV
Rxn2796,MEOHt_REV
Rxn2798,MEOHtm_REV
Rxn2800,MERCPPYRST_REV
Rxn2802,MERGTROLR_REV
Rxn2804,METHFth_REV
Rxn2806,METHFtm_REV
Rxn2808,METHFtx_REV
Rxn2816,METth_REV
Rxn2818,METtm_REV
Rxn2824,MG2t_REV
Rxn2826,MG2th_REV
Rxn2828,MG2tu_REV
Rxn2832,MGC_REV
Rxn2941,MLTHFtm_REV
Rxn2989,NA1Hth_REV
Rxn2991,NA1Htm_REV
Rxn2993,NA1th_REV
Rxn2995,NA1tm_REV
Rxn3000,NADH_h_tx_REV
Rxn3002,NADHth_REV
Rxn3005,NADHts_REV
Rxn3007,NADPHtf_REV
Rxn3010,NADPHts_REV
Rxn3012,NADPHtu_REV
Rxn3014,NADPHtx_REV
Rxn3016,NADPtf_REV
Rxn3018,NADPth_REV
Rxn3020,NADPts_REV
Rxn3022,NADPtu_REV
Rxn3024,NADPtx_REV
Rxn3028,NADtm_REV
Rxn3030,NADts_REV
Rxn3032,NADtx_REV
Rxn3036,NCAMt_REV
Rxn3038,NCAMtm_REV
Rxn3045,NEOXANS_REV
Rxn3047,NH4t_REV
Rxn3049,NH4th_REV
Rxn3051,NH4tm_REV
Rxn3053,NH4tn_REV
Rxn3055,NH4tx_REV
Rxn3057,NICRNTtm_REV
Rxn3062,NMNt_REV
Rxn3071,NO2t_REV
Rxn3073,NO2th_REV
Rxn3075,NO3t_REV
Rxn3085,NRPH_REV
Rxn3090,O2t_REV
Rxn3092,O2thr_REV
Rxn3094,O2tmr_REV
Rxn3096,O2tnr_REV
Rxn3098,O2trhu_REV
Rxn3100,O2tx_REV
Rxn3102,OAAAKGtm_REV
