RxnIndex,RxnID
Rxn5155,arm_PAIL45PT1819Z160
Rxn5156,arm_PCPPTh
Rxn5157,arm_PCPPTm
Rxn5158,arm_PDHam1hi
Rxn5159,arm_PDHam1mi
Rxn5160,arm_PDHam2hi
Rxn5161,arm_PDHam2mi
Rxn5164,arm_PDX5POi
Rxn5165,arm_PDXPP
Rxn5166,arm_PED5DS1801835Z9Z12Z
Rxn5167,arm_PED5DS18111Z1835Z9Z12Z
Rxn5168,arm_PED5DS1819Z1835Z9Z12Z
Rxn5169,arm_PEDS1801829Z12Z
Rxn5170,arm_PEDS1801845Z9Z12Z15Z
Rxn5171,arm_PEDS18111Z1829Z12Z
Rxn5172,arm_PEDS18111Z1845Z9Z12Z15Z
Rxn5173,arm_PEDS1819Z1829Z12Z
Rxn5174,arm_PEDS1819Z1845Z9Z12Z15Z
Rxn5175,arm_PEDS1829Z12Z1835Z9Z12Z
Rxn5186,arm_PGLYDH
Rxn5193,arm_PGW3DS1839Z12Z15Z160
Rxn5194,arm_PGW6DS1829Z12Z160
Rxn5195,arm_PHETAH
Rxn5196,arm_PHETL
Rxn5205,arm_PPC
Rxn5208,arm_PPRGL
Rxn5209,arm_PRICI
Rxn5212,arm_PROTAH
Rxn5213,arm_PROTL
Rxn5220,arm_PYAMPP
Rxn5221,arm_PYDAMK
Rxn5222,arm_PYDXK
Rxn5223,arm_PYDXNK
Rxn5224,arm_PYDXNO
Rxn5225,arm_PYDXPP
Rxn5226,arm_PYK
Rxn5227,arm_PYKm
Rxn5228,arm_SAT
Rxn5229,arm_SATm
Rxn5230,arm_SELCYSLY2
Rxn5231,arm_SERTAH
Rxn5232,arm_SERTL
Rxn5235,arm_SKK
Rxn5236,arm_SQDGW3DS1839Z12Z15Z160
Rxn5237,arm_SQDGW6DS1829Z12Z160
Rxn5238,arm_SUAT
Rxn5239,arm_SULR_ferr
Rxn5240,arm_TAGAH16018111Z160
Rxn5241,arm_TAGAH16018111Z180
Rxn5242,arm_TAGAH16018111Z18111Z
Rxn5243,arm_TAGAH16018111Z1819Z
Rxn5244,arm_TAGAH16018111Z1835Z9Z12Z
Rxn5245,arm_TAGAH16018111Z1845Z9Z12Z15Z
Rxn5246,arm_TAGAH1601819Z160
Rxn5247,arm_TAGAH1601819Z180
Rxn5248,arm_TAGAH1601819Z18111Z
Rxn5249,arm_TAGAH1601819Z1819Z
Rxn5250,arm_TAGAH1601819Z1835Z9Z12Z
Rxn5251,arm_TAGAH1601819Z1845Z9Z12Z15Z
Rxn5252,arm_TAGAH1801819Z160
Rxn5253,arm_TAGAH1801819Z180
Rxn5254,arm_TAGAH1801819Z18111Z
Rxn5255,arm_TAGAH1801819Z1819Z
Rxn5256,arm_TAGAH1801819Z1835Z9Z12Z
Rxn5257,arm_TAGAH1801819Z1845Z9Z12Z15Z
Rxn5258,arm_TAGAH18111Z18111Z160
Rxn5259,arm_TAGAH18111Z18111Z180
Rxn5260,arm_TAGAH18111Z18111Z18111Z
Rxn5261,arm_TAGAH18111Z18111Z1819Z
Rxn5262,arm_TAGAH18111Z18111Z1835Z9Z12Z
Rxn5263,arm_TAGAH18111Z18111Z1845Z9Z12Z15Z
Rxn5264,arm_TAGAH18111Z1819Z160
Rxn5265,arm_TAGAH18111Z1819Z180
Rxn5266,arm_TAGAH18111Z1819Z18111Z
Rxn5267,arm_TAGAH18111Z1819Z1819Z
Rxn5268,arm_TAGAH18111Z1819Z1835Z9Z12Z
Rxn5269,arm_TAGAH18111Z1819Z1845Z9Z12Z15Z
Rxn5270,arm_TAGAH1819Z18111Z160
Rxn5271,arm_TAGAH1819Z18111Z180
Rxn5272,arm_TAGAH1819Z18111Z18111Z
Rxn5273,arm_TAGAH1819Z18111Z1819Z
Rxn5274,arm_TAGAH1819Z18111Z1835Z9Z12Z
Rxn5275,arm_TAGAH1819Z18111Z1845Z9Z12Z15Z
Rxn5276,arm_TAGAH1819Z1819Z160
Rxn5277,arm_TAGAH1819Z1819Z180
Rxn5278,arm_TAGAH1819Z1819Z18111Z
Rxn5279,arm_TAGAH1819Z1819Z1819Z
Rxn5280,arm_TAGAH1819Z1819Z1835Z9Z12Z
Rxn5281,arm_TAGAH1819Z1819Z1845Z9Z12Z15Z
Rxn5288,arm_TDSR
Rxn5289,arm_TDSRh
Rxn5290,arm_THP
Rxn5291,arm_THRTAH
Rxn5292,arm_THRTL
Rxn5293,arm_TRPTAH
Rxn5294,arm_TRPTL
Rxn5296,arm_TYRTAAH
Rxn5302,arm_TYRTL
Rxn5305,arm_UG6PGT
Rxn5306,arm_UGDH
Rxn5307,arm_UMPK
Rxn5308,arm_UPPDC1
Rxn5309,arm_UTCY
Rxn5310,arm_UTUP
Rxn5311,arm_VALTAH
Rxn5312,arm_VALTL
